sample	name
D01574E3	Mycobacterium sp. IDR2000157661
D01574E3	Ktedonosporobacter rubrisoli
D01574E3	Lactobacillus ultunensis
D02069C1	Stenotrophomonas maltophilia
D02069C1	Vibrio parahaemolyticus
D02069C1	Mycobacterium saskatchewanense
D02069C1	Micromonospora coxensis
D02069C1	Alkalihalobacillus krulwichiae
D02069C1	Ktedonosporobacter rubrisoli
D02069C1	Nocardia asteroides
D02069C2	Stenotrophomonas maltophilia
D02069C2	Vibrio parahaemolyticus
D02069C2	Mycobacterium saskatchewanense
D02069C2	Micromonospora coxensis
D02069C2	Amycolatopsis sp. DSM 110486
D02069C2	Alkalihalobacillus krulwichiae
D02069C2	Streptomyces venezuelae
D02069C2	Mycobacterium sp. IDR2000157661
D02069C2	Ktedonosporobacter rubrisoli
D02069C2	Actinomyces sp. 432
D02165C6	Stenotrophomonas maltophilia
D02165C6	Pseudomonas sp. CIP-10
D02165C6	Micromonospora coxensis
D02165C6	Vibrio parahaemolyticus
D02165C6	Fusobacterium nucleatum
D02165C6	Amycolatopsis sp. DSM 110486
D02165C6	Pseudoprevotella muciniphila
D02165C6	Alkalihalobacillus krulwichiae
D02165C6	Mycobacterium saskatchewanense
D02165C6	Mycobacteroides abscessus
D02165C6	Lactobacillus ultunensis
D02165C6	Brevundimonas sp. AJA228-03
D02165C6	Mycobacterium sp. IDR2000157661
D02165C6	Streptomyces sp. 891-h
D02165D1	Stenotrophomonas maltophilia
D02165D1	Vibrio parahaemolyticus
D02165D1	Micromonospora coxensis
D02165D1	Amycolatopsis sp. DSM 110486
D02165D1	Alkalihalobacillus krulwichiae
D02165D1	Rhizobium leguminosarum
D02165D1	Brevundimonas sp. AJA228-03
D02165D1	Mycobacterium saskatchewanense
D02165D1	Streptomyces phaeolivaceus
D02165D1	Mycobacterium gordonae
D02165D1	Lactobacillus ultunensis
D02165D1	Solibacillus sp. R5-41
D02165D1	Mycobacterium sp. IDR2000157661
D02165D1	Polymorphobacter sp. PAMC 29334
D02165D2	Selenomonas sputigena
D02165D2	Fusobacterium nucleatum
D02165D2	Dialister pneumosintes
D02165D2	Stenotrophomonas maltophilia
D02165D2	Lachnoanaerobaculum umeaense
D02165D2	Micromonospora coxensis
D02165D2	Prevotella melaninogenica
D02165D2	Vibrio parahaemolyticus
D02165D2	Prevotella oris
D02165D2	Mogibacterium diversum
D02165D2	Amycolatopsis sp. DSM 110486
D02165D2	Alkalihalobacillus krulwichiae
D02165D2	Limosilactobacillus mucosae
D02165D2	Mycobacterium saskatchewanense
D02165D3	Stenotrophomonas maltophilia
D02165D3	Vibrio parahaemolyticus
D02165D3	Micromonospora coxensis
D02165D3	Amycolatopsis sp. DSM 110486
D02165D3	Alkalihalobacillus krulwichiae
D02165D3	Xanthomonas translucens
D02165D3	Nonomuraea gerenzanensis
D02165D3	Haemophilus parahaemolyticus
D02165D3	Streptomyces phaeolivaceus
D02165D3	Brevundimonas sp. AJA228-03
D02165D3	Ktedonosporobacter rubrisoli
D02165D3	Mycobacterium sp. IDR2000157661
D02165D3	Pseudonocardia sp. HH130630-07
D02165D3	Nocardia asteroides
D02165D3	Streptomyces tuirus
D02165D3	Limosilactobacillus mucosae
D02165D3	Thermobifida halotolerans
D02165D4	Prevotella intermedia
D02165D4	Fusobacterium nucleatum
D02165D4	Prevotella oris
D02165D4	Gemella morbillorum
D02165D4	Lachnoanaerobaculum umeaense
D02165D4	Stenotrophomonas maltophilia
D02165D4	Schaalia odontolytica
D02165D4	Prevotella melaninogenica
D02165D4	Micromonospora coxensis
D02165D4	Vibrio parahaemolyticus
D02165D4	Streptococcus anginosus
D02165D4	Dialister pneumosintes
D02165D4	Amycolatopsis sp. DSM 110486
D02165D4	Selenomonas sp. oral taxon 478
D02165D4	Ligilactobacillus salivarius
D02165D4	Lactobacillus ultunensis
D02165D4	Mycobacterium saskatchewanense
D02165D4	Vibrio sp. B1FLJ16
D02165D4	Mycobacterium sp. IDR2000157661
D02165D5	Stenotrophomonas maltophilia
D02165D5	Vibrio parahaemolyticus
D02165D5	Micromonospora coxensis
D02165D5	Prevotella melaninogenica
D02165D5	Agrobacterium tumefaciens
D02165D5	Nonomuraea gerenzanensis
D02165D5	Lactobacillus ultunensis
D02165D5	Brevundimonas sp. AJA228-03
D02165D5	Sinorhizobium meliloti
D02165D5	Amycolatopsis sp. DSM 110486
D02165D5	Parabacteroides distasonis
D02165D5	Mycobacterium sp. IDR2000157661
D02165D5	Streptomyces sp. 891-h
D02165D6	Stenotrophomonas maltophilia
D02165D6	Helicobacter pylori
D02165D6	Vibrio parahaemolyticus
D02165D6	Micromonospora coxensis
D02165D6	Amycolatopsis sp. DSM 110486
D02165D6	Saccharothrix syringae
D02165D6	Mycobacterium saskatchewanense
D02165D6	Alkalihalobacillus krulwichiae
D02165D6	Lactobacillus ultunensis
D02165D6	Streptomyces formicae
D02165D6	Celeribacter baekdonensis
D02165D6	Ligilactobacillus salivarius
D02165D6	Streptomyces tuirus
D02165D6	Mycobacterium gordonae
D02165D6	Amycolatopsis albispora
D02165D6	Brevundimonas sp. AJA228-03
D02165D6	Ktedonosporobacter rubrisoli
D02165D6	Halomonas meridiana
D02165D6	Pseudonocardia sp. HH130630-07
D02165D6	Polymorphobacter sp. PAMC 29334
D02165D6	Mycobacterium sp. IDR2000157661
D02165D6	Cellulomonas sp. C5510
D02165E1	Stenotrophomonas maltophilia
D02165E1	Vibrio parahaemolyticus
D02165E1	Micromonospora coxensis
D02165E1	Tannerella forsythia
D02165E1	Alkalihalobacillus krulwichiae
D02165E1	Ktedonosporobacter rubrisoli
D02165E1	Jatrophihabitans sp. GAS493
D02165E2	Stenotrophomonas maltophilia
D02165E2	Vibrio parahaemolyticus
D02165E2	Amycolatopsis sp. DSM 110486
D02165E2	Micromonospora coxensis
D02165E2	Helicobacter suis
D02165E2	Mycobacterium saskatchewanense
D02165E2	Alkalihalobacillus krulwichiae
D02165E2	Lactobacillus ultunensis
D02165E2	Solibacillus sp. R5-41
D02165E2	Brevundimonas sp. AJA228-03
D02165E2	Pseudonocardia sp. HH130630-07
D02165E2	Mycobacterium sp. IDR2000157661
D02165E2	Ktedonosporobacter rubrisoli
D02165E2	Roseomonas sp. OT10
D02165E3	Stenotrophomonas maltophilia
D02165E3	Helicobacter pylori
D02165E3	Vibrio parahaemolyticus
D02165E3	Micromonospora coxensis
D02165E3	Helicobacter suis
D02165E3	Lactobacillus johnsonii
D02165E3	Amycolatopsis sp. DSM 110486
D02165E3	Alkalihalobacillus krulwichiae
D02165E3	Empedobacter falsenii
D02165E3	Mycobacterium saskatchewanense
D02165E3	Streptomyces sp. 891-h
D02165E3	Streptomyces sp. Z423-1
D02165E3	Brevundimonas sp. AJA228-03
D02165E3	Gimesia aquarii
D02165E3	Streptomyces phaeolivaceus
D02165E3	Streptomyces tuirus
D02165E3	Polymorphobacter sp. PAMC 29334
D02165E3	Mycobacterium sp. IDR2000157661
D02165E3	Cellulomonas sp. C5510
D02165E4	Stenotrophomonas maltophilia
D02165E4	Vibrio parahaemolyticus
D02165E4	Porphyromonas gingivalis
D02165E4	Micromonospora coxensis
D02165E4	Alkalihalobacillus krulwichiae
D02165E4	Ktedonosporobacter rubrisoli
D02165E4	Actinomyces sp. 432
D02165E4	Halomonas meridiana
D02165E4	Mycobacterium sp. IDR2000157661
D02165E6	Stenotrophomonas maltophilia
D02165E6	Vibrio parahaemolyticus
D02165E6	Micromonospora coxensis
D02165E6	Amycolatopsis sp. DSM 110486
D02165E6	Streptomyces nojiriensis
D02165E6	Helicobacter suis
D02165E6	Alkalihalobacillus krulwichiae
D02165E6	Serratia marcescens
D02165E6	Lactobacillus johnsonii
D02165E6	Lactobacillus ultunensis
D02165E6	Mycobacterium saskatchewanense
D02165E6	Brevundimonas sp. AJA228-03
D02165E6	Staphylococcus pseudintermedius
D02165E6	Mycobacterium sp. IDR2000157661
D02165E6	Vibrio sp. B1FLJ16
D02165E6	Halomonas meridiana
D02172E3	Stenotrophomonas maltophilia
D02172E3	Vibrio parahaemolyticus
D02172E3	Fusobacterium nucleatum
D02172E3	Prevotella melaninogenica
D02172E3	Ligilactobacillus salivarius
D02172E3	Lachnoanaerobaculum umeaense
D02172E3	Micromonospora coxensis
D02172E3	Saccharothrix syringae
D02172E3	Gemella morbillorum
D02172E3	Alkalihalobacillus krulwichiae
D02172E3	Streptomyces tirandamycinicus
D02172E3	Mycobacterium sp. IDR2000157661
D02172E6	Stenotrophomonas maltophilia
D02172E6	Vibrio parahaemolyticus
D02172E6	Micromonospora coxensis
D02172E6	Lactobacillus ultunensis
D02172E6	Methylomonas koyamae
D02172E6	Alkalihalobacillus krulwichiae
D02172E6	Mycobacterium sp. IDR2000157661
D02172E6	Streptomyces sp. CNQ-509
D02172E6	Streptomyces sp. 891-h
D02172E6	Paenibacillus lutimineralis
D02172E6	Halomonas meridiana
D02172E6	Streptomyces tuirus
D02173E3	Stenotrophomonas maltophilia
D02173E3	Micromonospora coxensis
D02173E3	Vibrio parahaemolyticus
D02173E3	Gemella haemolysans
D02173E3	Prevotella intermedia
D02173E3	Prevotella melaninogenica
D02173E3	Saccharothrix syringae
D02173E3	Alkalihalobacillus krulwichiae
D02173E3	Brevundimonas sp. AJA228-03
D02173E3	Phytohabitans flavus
D02173E3	Amycolatopsis sp. FU40
D02173E3	Polymorphobacter sp. PAMC 29334
D02173E4	Stenotrophomonas maltophilia
D02173E4	Vibrio parahaemolyticus
D02173E4	Micromonospora coxensis
D02173E4	Mycobacterium saskatchewanense
D02173E4	Caulobacter segnis
D02173E4	Streptomyces sp. CNQ-509
D02173E4	Alkalihalobacillus krulwichiae
D02173E4	Halomonas meridiana
D02173E4	Streptomyces tuirus
D02173E4	Cellulophaga lytica
D02173E4	Mycobacterium sp. IDR2000157661
D02173E4	Polymorphobacter sp. PAMC 29334
D02173E6	Helicobacter pylori
D02173E6	Stenotrophomonas maltophilia
D02173E6	Vibrio parahaemolyticus
D02173E6	Micromonospora coxensis
D02173E6	Streptomyces nojiriensis
D02173E6	Amycolatopsis sp. DSM 110486
D02173E6	Alkalihalobacillus krulwichiae
D02173E6	Lactobacillus ultunensis
D02173E6	Streptomyces prasinus
D02173E6	Mycobacterium sp. IDR2000157661
D02173E6	Helicobacter suis
D02173E6	Streptomyces sp. 891-h
D02173F5	Prevotella intermedia
D02173F5	Prevotella oris
D02173F5	Stenotrophomonas maltophilia
D02173F5	Gemella haemolysans
D02173F5	Vibrio parahaemolyticus
D02173F5	Fusobacterium nucleatum
D02173F5	Prevotella melaninogenica
D02173F5	Helicobacter pylori
D02173F5	Micromonospora coxensis
D02173F5	Streptomyces armeniacus
D02173F5	Saccharothrix syringae
D02173F5	Polymorphobacter sp. PAMC 29334
D02173F6	Stenotrophomonas maltophilia
D02173F6	Vibrio parahaemolyticus
D02173F6	Micromonospora coxensis
D02173F6	Lactobacillus ultunensis
D02173F6	Alkalihalobacillus krulwichiae
D02173F6	Mycobacterium saskatchewanense
D02173F6	Nocardioides sp. zg-579
D02173F6	Amycolatopsis sp. DSM 110486
D02173F6	Mycobacterium sp. IDR2000157661
FP200000421BR_D1	Stenotrophomonas maltophilia
FP200000421BR_D1	Vibrio parahaemolyticus
FP200000421BR_D1	Pseudomonas sp. CIP-10
FP200000421BR_D1	Amycolatopsis sp. DSM 110486
FP200000421BR_D1	Micromonospora coxensis
FP200000421BR_D1	Alkalihalobacillus krulwichiae
FP200000421BR_D1	Mycobacterium saskatchewanense
FP200000421BR_D1	Actinocatenispora thailandica
FP200000421BR_D1	Jatrophihabitans sp. GAS493
FP200000421BR_D2	Vibrio parahaemolyticus
FP200000421BR_D2	Stenotrophomonas maltophilia
FP200000421BR_D3	Vibrio parahaemolyticus
FP200000421BR_D3	Pseudomonas sp. CIP-10
FP200000421BR_D3	Stenotrophomonas maltophilia
FP200000421BR_D3	Alkalihalobacillus krulwichiae
FP200000421BR_D3	Micromonospora coxensis
FP200000421BR_D4	Stenotrophomonas maltophilia
FP200000421BR_D4	Micromonospora coxensis
FP200000421BR_D4	Vibrio parahaemolyticus
FP200000421BR_D4	Streptomyces phaeolivaceus
FP200000421BR_D4	Streptomyces sp. DSM 40868
FP200000421BR_D4	Nonomuraea gerenzanensis
FP200000421BR_D4	Alkalihalobacillus krulwichiae
FP200000421BR_D4	Thermobifida fusca
FP200000421BR_D4	Amycolatopsis sp. DSM 110486
FP200000421BR_D4	Streptomyces griseoviridis
FP200000421BR_D4	Mycobacterium saskatchewanense
FP200000421BR_D4	Phytohabitans flavus
FP200000421BR_D4	Saccharothrix syringae
FP200000421BR_D4	Streptomyces tsukubensis
FP200000421BR_D4	Streptomyces armeniacus
FP200000421BR_D4	Jatrophihabitans sp. GAS493
FP200000421BR_D4	Streptomyces spectabilis
FP200000421BR_D4	Methylocella tundrae
FP200000421BR_D4	Streptomyces pactum
FP200000421BR_D4	Streptomyces alfalfae
FP200000421BR_D4	Ehrlichia canis
FP200000421BR_D4	Micromonospora echinospora
FP200000421BR_D4	Mesorhizobium sp. INR15
FP200000421BR_D4	Micromonospora auratinigra
FP200000421BR_D4	Streptomyces tuirus
FP200000421BR_D4	Actinomyces sp. 432
FP200000421BR_D4	Mycobacterium sp. IDR2000157661
FP200000421BR_D4	Actinomyces sp. oral taxon 414
FP200000421BR_D4	Polymorphobacter sp. PAMC 29334
FP200000421BR_D4	Streptomyces sp. CNQ-509
FP200000421BR_D4	Streptomyces coeruleorubidus
FP200000421BR_D4	Roseomonas sp. OT10
FP200000421BR_D4	Microbacterium schleiferi
FP200000421BR_D4	Streptomyces sp. BHT-5-2
FP200000421BR_D4	Kurthia sp. 11kri321
FP200000421BR_D4	Cellulomonas sp. C5510
FP200000421BR_D4	Thermobifida halotolerans
FP200000421BR_D4	Streptomyces sp. 891-h
FP200000421BR_D4	Streptomyces sp. AMCC400023
FP200000421BR_D4	Vagococcus fluvialis
FP200000421BR_E3	Stenotrophomonas maltophilia
FP200000421BR_E3	Vibrio parahaemolyticus
FP200000421BR_E3	Amycolatopsis sp. DSM 110486
FP200000421BR_E3	Alkalihalobacillus krulwichiae
FP200000421BR_E3	Micromonospora coxensis
FP200000421BR_E3	Mycobacterium saskatchewanense
FP200000421BR_E3	Actinocatenispora thailandica
FP200000421BR_E3	Actinomyces sp. 432
FP200000421BR_E3	Rhodoferax sp. PAMC 29310
FP200000421BR_E3	Streptomyces nojiriensis
FP200000421BR_E3	Methylocella tundrae
FP200000421BR_E3	Ktedonosporobacter rubrisoli
FP200000421BR_E3	Jatrophihabitans sp. GAS493
FP200000421BR_E3	Celeribacter baekdonensis
FP200000421BR_E3	Jiangella alkaliphila
FP200000421BR_E3	Pseudonocardia sp. HH130630-07
FP200000421BR_E3	Halomonas meridiana
FP200000421BR_E3	Caulobacter segnis
FP200000421BR_E3	Microbacterium sp. LKL04
FP200000421BR_E3	Mycobacterium sp. IDR2000157661
FP200000421BR_E4	Stenotrophomonas maltophilia
FP200000421BR_E4	Micromonospora coxensis
FP200000421BR_E4	Vibrio parahaemolyticus
FP200000421BR_E4	Amycolatopsis sp. DSM 110486
FP200000421BR_E4	Streptomyces phaeolivaceus
FP200000421BR_E4	Streptomyces sp. DSM 40868
FP200000421BR_E4	Nonomuraea gerenzanensis
FP200000421BR_E4	Alkalihalobacillus krulwichiae
FP200000421BR_E4	Thermobifida fusca
FP200000421BR_E4	Streptomyces griseoviridis
FP200000421BR_E4	Saccharothrix syringae
FP200000421BR_E4	Mycobacterium saskatchewanense
FP200000421BR_E4	Streptomyces tsukubensis
FP200000421BR_E4	Streptomyces armeniacus
FP200000421BR_E4	Phytohabitans flavus
FP200000421BR_E4	Streptomyces alfalfae
FP200000421BR_E4	Streptomyces spectabilis
FP200000421BR_E4	Jatrophihabitans sp. GAS493
FP200000421BR_E4	Micromonospora echinospora
FP200000421BR_E4	Streptomyces pactum
FP200000421BR_E4	Lactobacillus ultunensis
FP200000421BR_E4	Ehrlichia canis
FP200000421BR_E4	Rhizobium leguminosarum
FP200000421BR_E4	Bacillus mycoides
FP200000421BR_E4	Roseomonas sp. OT10
FP200000421BR_E4	Streptomyces tuirus
FP200000421BR_E4	Streptomyces harbinensis
FP200000421BR_E4	Streptomyces sp. W1SF4
FP200000421BR_E4	Mesorhizobium sp. INR15
FP200000421BR_E4	Methylocella tundrae
FP200000421BR_E4	Micromonospora auratinigra
FP200000421BR_E4	Rhodoferax sp. PAMC 29310
FP200000421BR_E4	Nocardia asteroides
FP200000421BR_E4	Streptomyces hygroscopicus
FP200000421BR_E4	Streptomyces sp. CNQ-509
FP200000421BR_E4	Cellulosimicrobium cellulans
FP200000421BR_E4	Actinomyces sp. oral taxon 414
FP200000421BR_E4	Streptomyces griseocarneus
FP200000421BR_E4	Rhodanobacter denitrificans
FP200000421BR_E4	Lacticaseibacillus paracasei
FP200000421BR_E4	Actinomyces sp. 432
FP200000421BR_E4	Streptomyces vinaceus
FP200000421BR_E4	Streptomyces tendae
FP200000421BR_E4	Micromonospora tulbaghiae
FP200000421BR_E4	Jiangella alkaliphila
FP200000421BR_E4	Micromonospora echinofusca
FP200000421BR_E4	Streptomyces glaucescens
FP200000421BR_E4	Streptomyces griseorubiginosus
FP200000421BR_E4	Streptomyces sp. 2323.1
FP200000421BR_E4	Streptomyces coeruleorubidus
FP200000421BR_E4	Polymorphobacter sp. PAMC 29334
FP200000421BR_E4	Corynebacterium atypicum
FP200000421BR_E4	Pseudonocardia sp. DSM 110487
FP200000421BR_E4	Streptomyces formicae
FP200000421BR_E4	Streptomyces sp. 891-h
FP200000421BR_E4	Microbacterium schleiferi
FP200000421BR_E4	Mycolicibacterium monacense
FP200000421BR_E4	Rhizobium sp. WYJ-E13
FP200000421BR_E4	Streptomyces sp. BHT-5-2
FP200000421BR_E4	Burkholderia ambifaria
FP200000421BR_E4	Gimesia chilikensis
FP200000421BR_E4	Streptomyces pluripotens
FP200000421BR_E4	Mycobacterium kubicae
FP200000421BR_E4	Cellulomonas sp. C5510
FP200000421BR_E4	Halomonas meridiana
FP200000421BR_E4	Streptomyces sp. AMCC400023
FP200000421BR_E4	Thermobifida halotolerans
FP200000421BR_E4	Vogesella sp. XCS3
FP200000586TR_A1	Pseudomonas sp. CIP-10
FP200000586TR_A1	Vibrio parahaemolyticus
FP200000586TR_A1	Stenotrophomonas maltophilia
FP200000586TR_A1	Micromonospora coxensis
FP200000586TR_A1	Streptomyces sp. DSM 40868
FP200000586TR_A1	Alkalihalobacillus krulwichiae
FP200000586TR_A1	Chryseobacterium arthrosphaerae
FP200000586TR_A1	Kurthia sp. 11kri321
FP200000586TR_A1	Helicobacter suis
FP200000586TR_A1	Streptomyces phaeolivaceus
FP200000586TR_A1	Lactobacillus amylovorus
FP200000586TR_A1	Streptomyces griseoviridis
FP200000586TR_A1	Amycolatopsis sp. DSM 110486
FP200000586TR_A1	Lactobacillus johnsonii
FP200000586TR_A1	Saccharothrix syringae
FP200000586TR_A1	Mycobacterium saskatchewanense
FP200000586TR_A1	Vogesella sp. XCS3
FP200000586TR_A1	Thermobifida fusca
FP200000586TR_A1	Acinetobacter pittii
FP200000586TR_A1	Streptomyces yatensis
FP200000586TR_A1	Streptomyces armeniacus
FP200000586TR_A1	Streptomyces tsukubensis
FP200000586TR_A1	Actinomyces sp. 432
FP200000586TR_A1	Streptomyces alfalfae
FP200000586TR_A1	Ktedonosporobacter rubrisoli
FP200000586TR_A1	Cellulophaga lytica
FP200000586TR_A1	Polymorphobacter sp. PAMC 29334
FP200000586TR_A1	Streptomyces pristinaespiralis
FP200000586TR_A1	Methylocella tundrae
FP200000586TR_A1	Phytohabitans flavus
FP200000586TR_A1	Enterobacter asburiae
FP200000586TR_A1	Clostridium estertheticum
FP200000586TR_A1	Streptomyces pactum
FP200000586TR_A1	Herbaspirillum robiniae
FP200000586TR_A1	Streptomyces tuirus
FP200000586TR_A1	Streptomyces sp. BHT-5-2
FP200000586TR_A1	Streptomyces sp. QHH-9511
FP200000586TR_A1	Bordetella petrii
FP200000586TR_A1	Jatrophihabitans sp. GAS493
FP200000586TR_A1	Nissabacter sp. SGAir0207
FP200000586TR_A1	Thermobifida halotolerans
FP200000586TR_A1	Rhizobium sp. WYJ-E13
FP200000586TR_A1	Streptomyces sp. 891-h
FP200000586TR_A1	Nonomuraea gerenzanensis
FP200000586TR_A1	Cellulomonas sp. C5510
FP200000586TR_A1	Kurthia zopfii
FP200000586TR_A1	Mycobacterium sp. IDR2000157661
FP200000586TR_A1	Streptomyces sp. AMCC400023
FP200000611TR_E1	Stenotrophomonas maltophilia
FP200000611TR_E1	Amycolatopsis sp. DSM 110486
FP200000611TR_E1	Vibrio parahaemolyticus
FP200000611TR_E1	Alkalihalobacillus krulwichiae
FP200000611TR_E1	Micromonospora coxensis
FP200000611TR_E1	Streptomyces sp. DSM 40868
FP200000611TR_E1	Streptomyces phaeolivaceus
FP200000611TR_E1	Streptomyces griseoviridis
FP200000611TR_E1	Thermobifida fusca
FP200000611TR_E1	Saccharothrix syringae
FP200000611TR_E1	Streptomyces armeniacus
FP200000611TR_E1	Rhodanobacter denitrificans
FP200000611TR_E1	Streptomyces alfalfae
FP200000611TR_E1	Methylocella tundrae
FP200000611TR_E1	Micromonospora echinospora
FP200000611TR_E1	Streptomyces tsukubensis
FP200000611TR_E1	Celeribacter baekdonensis
FP200000611TR_E1	Mycobacterium saskatchewanense
FP200000611TR_E1	Ktedonosporobacter rubrisoli
FP200000611TR_E1	Rhizobium leguminosarum
FP200000611TR_E1	Phytohabitans flavus
FP200000611TR_E1	Rhodoferax sp. PAMC 29310
FP200000611TR_E1	Streptomyces tuirus
FP200000611TR_E1	Polymorphobacter sp. PAMC 29334
FP200000611TR_E1	Halomonas meridiana
FP200000611TR_E1	Actinomyces sp. 432
FP200000611TR_E1	Hymenobacter sp. PAMC 26628
FP200000611TR_E1	Jatrophihabitans sp. GAS493
FP200000611TR_E1	Ehrlichia canis
FP200000611TR_E1	Rhizobium sp. WYJ-E13
FP200000611TR_E1	Roseomonas sp. OT10
FP200000611TR_E1	Vogesella sp. XCS3
FP200000611TR_E1	Streptomyces sp. TN58
FP200000611TR_E1	Caulobacter segnis
FP200000611TR_E1	Streptomyces prasinus
FP200000611TR_E1	Mycobacterium sp. IDR2000157661
FP200000611TR_E1	Amycolatopsis sp. TNS106
FP200000611TR_E1	Thermobifida halotolerans
